customer_id,tenure,monthly_charges,total_charges,contract_type,internet_service,payment_method,support_calls,number_of_logins,usage_hours,churn
CUST-00284,35,616.27,21680.94,Month-to-Month,No,Mailed Check,3,40.0,9.9,0
CUST-00285,32,494.97,16028.5,One Year,Fiber Optic,Mailed Check,6,43.0,5.3,0
CUST-00286,68,922.7,63226.17,Month-to-Month,DSL,Mailed Check,8,24.0,37.7,0
CUST-00287,11,918.16,10446.33,One Year,DSL,Credit Card,4,28.0,23.7,1
CUST-00288,41,785.25,32618.56,One Year,DSL,Credit Card,6,43.0,105.2,0
CUST-00289,39,1141.46,44787.24,One Year,Fiber Optic,Bank Transfer,4,6.0,40.0,0
CUST-00290,34,646.87,22113.1,Month-to-Month,DSL,Bank Transfer,6,41.0,3.2,1
CUST-00291,58,1052.28,61388.68,One Year,No,Bank Transfer,9,26.0,56.5,1
CUST-00292,19,367.63,7235.25,Month-to-Month,DSL,Credit Card,4,34.0,101.8,0
CUST-00293,69,965.85,66732.07,Month-to-Month,DSL,Credit Card,4,9.0,142.9,0
CUST-00294,24,1189.6,28756.61,Month-to-Month,DSL,Credit Card,2,31.0,87.7,1
CUST-00295,39,1061.94,41733.08,Month-to-Month,Fiber Optic,Electronic Check,5,13.0,192.5,1
CUST-00296,38,821.7,31592.27,One Year,Fiber Optic,Mailed Check,5,26.0,39.9,0
CUST-00297,62,864.09,53695.19,Two Year,No,Mailed Check,1,26.0,,0
CUST-00298,32,617.96,20212.72,Month-to-Month,DSL,Electronic Check,10,48.0,50.6,1
CUST-00299,20,911.54,18420.58,One Year,DSL,Credit Card,9,34.0,161.3,0
CUST-00300,1,993.36,1128.93,One Year,Fiber Optic,Electronic Check,3,28.0,37.6,1
CUST-00301,26,1198.41,31256.22,Two Year,Fiber Optic,Credit Card,10,20.0,192.3,1
CUST-00302,60,743.22,44995.29,One Year,Fiber Optic,Credit Card,2,17.0,143.3,0
CUST-00303,0,355.17,177.08,Month-to-Month,Fiber Optic,Bank Transfer,4,33.0,111.4,0
CUST-00304,65,836.27,54599.25,Month-to-Month,Fiber Optic,Mailed Check,1,44.0,106.5,0
CUST-00305,39,407.12,15989.09,One Year,DSL,Mailed Check,6,29.0,72.5,0
CUST-00306,10,520.29,5545.95,Month-to-Month,No,Bank Transfer,5,33.0,4.2,1
CUST-00307,22,595.9,13500.32,Two Year,DSL,Bank Transfer,2,16.0,183.0,0
CUST-00308,40,957.93,38486.91,Two Year,Fiber Optic,Bank Transfer,3,28.0,159.0,0
CUST-00309,23,465.43,11177.43,Two Year,DSL,Bank Transfer,10,29.0,,0
CUST-00310,7,449.18,3159.57,Month-to-Month,Fiber Optic,Credit Card,7,34.0,24.4,1
CUST-00311,48,340.47,16409.03,One Year,No,Credit Card,1,16.0,61.6,0
CUST-00312,49,1085.92,53504.47,One Year,No,Credit Card,1,17.0,152.6,0
CUST-00313,8,924.15,7743.9,Month-to-Month,Fiber Optic,Mailed Check,0,18.0,100.6,0
CUST-00314,20,335.95,6844.34,Month-to-Month,Fiber Optic,Electronic Check,2,21.0,130.8,0
CUST-00315,17,325.46,5809.86,Month-to-Month,Fiber Optic,Mailed Check,8,14.0,1.2,1
CUST-00316,48,802.81,38694.07,Month-to-Month,Fiber Optic,Mailed Check,0,9.0,184.7,0
CUST-00317,53,554.28,29653.88,Two Year,Fiber Optic,Mailed Check,2,25.0,33.1,0
CUST-00318,53,837.05,44693.31,One Year,DSL,Bank Transfer,0,43.0,63.8,0
CUST-00319,68,691.14,47483.92,Month-to-Month,Fiber Optic,Credit Card,7,1.0,189.4,0
CUST-00320,56,1130.98,63562.73,Month-to-Month,DSL,Credit Card,8,33.0,146.6,1
CUST-00321,23,559.03,13181.8,Month-to-Month,Fiber Optic,Bank Transfer,5,41.0,102.2,1
CUST-00322,7,911.23,6667.63,Month-to-Month,DSL,Bank Transfer,9,42.0,172.6,0
CUST-00323,44,348.65,15499.38,Month-to-Month,Fiber Optic,Mailed Check,7,43.0,12.3,0
CUST-00324,66,1160.27,76704.35,One Year,Fiber Optic,Bank Transfer,8,16.0,15.3,1
CUST-00325,71,1182.68,84464.22,One Year,Fiber Optic,Mailed Check,3,5.0,31.0,0
CUST-00326,16,965.17,15546.15,One Year,No,Credit Card,9,,52.9,1
CUST-00327,17,718.69,12612.87,Two Year,DSL,Credit Card,6,35.0,141.8,0
CUST-00328,2,497.99,1069.27,Month-to-Month,Fiber Optic,Mailed Check,0,18.0,106.5,1
CUST-00329,10,1031.26,10714.78,One Year,Fiber Optic,Bank Transfer,0,43.0,85.2,0
CUST-00330,40,962.72,38601.66,Month-to-Month,Fiber Optic,Electronic Check,9,18.0,156.5,0
CUST-00331,39,499.76,19974.22,Month-to-Month,Fiber Optic,Mailed Check,3,38.0,63.4,0
CUST-00332,27,706.09,19407.42,Month-to-Month,DSL,Credit Card,5,48.0,17.1,1
CUST-00333,22,716.52,15808.5,Month-to-Month,Fiber Optic,Bank Transfer,8,39.0,79.4,1
CUST-00334,60,1043.77,62972.79,Month-to-Month,DSL,Bank Transfer,8,33.0,153.3,0
CUST-00335,33,915.46,30511.99,Month-to-Month,Fiber Optic,Electronic Check,0,9.0,94.8,1
CUST-00336,59,878.85,52020.92,Month-to-Month,Fiber Optic,Credit Card,6,47.0,195.4,0
CUST-00337,70,884.84,62069.17,Two Year,DSL,Credit Card,10,21.0,171.2,0
CUST-00338,23,543.42,12858.04,Month-to-Month,Fiber Optic,Mailed Check,3,31.0,158.2,0
CUST-00339,14,634.54,9254.24,Month-to-Month,Fiber Optic,Credit Card,5,31.0,154.6,0
CUST-00340,69,341.1,23699.5,Two Year,Fiber Optic,Bank Transfer,2,12.0,116.2,0
CUST-00341,46,1008.25,46817.61,One Year,DSL,Mailed Check,7,30.0,180.2,0
CUST-00342,21,689.7,,Month-to-Month,Fiber Optic,Mailed Check,1,19.0,118.0,1
CUST-00343,45,694.41,31283.38,Two Year,Fiber Optic,Bank Transfer,5,17.0,74.5,0
CUST-00344,37,520.82,19570.27,Month-to-Month,Fiber Optic,Mailed Check,4,43.0,39.2,0
CUST-00345,66,488.48,32293.22,Month-to-Month,Fiber Optic,Bank Transfer,7,,162.6,0
CUST-00346,18,829.04,15061.05,Month-to-Month,DSL,Electronic Check,5,24.0,74.2,1
CUST-00347,72,509.3,36923.19,Month-to-Month,No,Mailed Check,10,0.0,158.2,0
CUST-00348,68,357.79,24472.9,One Year,DSL,Bank Transfer,10,36.0,196.6,0
CUST-00349,13,990.76,12987.38,Month-to-Month,DSL,Credit Card,3,37.0,79.7,1
CUST-00350,12,638.82,8017.43,One Year,Fiber Optic,Mailed Check,0,8.0,68.1,0
CUST-00351,38,642.21,24677.48,One Year,Fiber Optic,Bank Transfer,5,38.0,34.0,0
CUST-00352,3,688.19,2484.45,Two Year,Fiber Optic,Mailed Check,6,,95.1,0
CUST-00353,21,1033.54,21994.96,Month-to-Month,DSL,Credit Card,8,37.0,130.8,1
CUST-00354,31,588.75,18492.97,Month-to-Month,DSL,Mailed Check,5,42.0,62.6,1
CUST-00355,70,982.23,68886.73,Two Year,Fiber Optic,Bank Transfer,6,35.0,97.1,0
CUST-00356,72,1145.59,82878.51,One Year,DSL,Mailed Check,0,47.0,107.4,0
CUST-00357,11,894.78,9941.02,Month-to-Month,Fiber Optic,Mailed Check,8,3.0,55.0,1
CUST-00358,65,688.51,44874.26,Month-to-Month,Fiber Optic,Bank Transfer,3,16.0,4.7,0
CUST-00359,6,973.01,6258.85,One Year,DSL,Bank Transfer,4,3.0,43.1,1
CUST-00360,54,712.11,38824.54,One Year,Fiber Optic,Bank Transfer,4,8.0,160.6,0
CUST-00361,61,672.98,41358.22,One Year,No,Credit Card,0,19.0,55.6,0
CUST-00362,65,772.75,50248.21,Two Year,Fiber Optic,Bank Transfer,5,1.0,2.8,0
CUST-00363,16,585.95,9438.83,Month-to-Month,DSL,Credit Card,4,20.0,85.0,0
CUST-00364,65,393.83,25848.93,Month-to-Month,Fiber Optic,Mailed Check,2,,136.5,0
CUST-00365,8,673.37,5760.13,One Year,No,Bank Transfer,2,5.0,150.5,0
CUST-00366,37,411.47,15456.44,Two Year,Fiber Optic,Mailed Check,0,42.0,82.8,0
CUST-00367,34,669.4,22768.25,Month-to-Month,DSL,Bank Transfer,9,37.0,114.4,1
CUST-00368,23,801.24,18520.65,One Year,DSL,Electronic Check,3,23.0,149.1,1
CUST-00369,1,1137.64,1432.02,Month-to-Month,Fiber Optic,Credit Card,9,28.0,177.8,1
CUST-00370,56,332.6,18972.71,Month-to-Month,Fiber Optic,Bank Transfer,9,14.0,128.0,0
CUST-00371,24,859.31,20640.15,Two Year,No,Bank Transfer,5,24.0,138.2,0
CUST-00372,48,711.96,,Month-to-Month,No,Credit Card,8,39.0,19.7,0
CUST-00373,29,318.24,9359.62,Month-to-Month,DSL,Mailed Check,2,26.0,84.1,0
CUST-00374,27,524.59,14205.68,One Year,Fiber Optic,Mailed Check,1,40.0,177.8,0
CUST-00375,64,406.64,26295.93,Month-to-Month,DSL,Bank Transfer,9,24.0,32.1,0
CUST-00376,6,495.11,3032.51,Month-to-Month,DSL,Credit Card,7,18.0,62.0,1
CUST-00377,53,547.11,29320.94,One Year,DSL,Mailed Check,7,45.0,135.6,0
CUST-00378,54,661.18,36092.33,Month-to-Month,No,Electronic Check,10,45.0,180.4,0
CUST-00379,27,776.14,21441.04,One Year,DSL,Electronic Check,0,11.0,11.8,0
CUST-00380,19,300.89,6191.11,Month-to-Month,Fiber Optic,Bank Transfer,1,23.0,174.1,0
CUST-00381,0,445.68,136.68,Month-to-Month,Fiber Optic,Electronic Check,10,39.0,44.1,1
CUST-00382,68,384.21,26140.98,One Year,DSL,Bank Transfer,1,13.0,172.2,0
CUST-00383,69,794.71,54999.7,Month-to-Month,Fiber Optic,Credit Card,4,38.0,177.8,0
CUST-00384,17,596.17,10489.13,Two Year,DSL,Bank Transfer,0,45.0,155.1,0
CUST-00385,2,793.56,1617.02,Two Year,DSL,Electronic Check,3,12.0,184.8,0
CUST-00386,8,499.64,4176.98,One Year,Fiber Optic,Bank Transfer,1,7.0,192.2,0
CUST-00387,4,321.81,1436.26,Month-to-Month,Fiber Optic,Mailed Check,2,48.0,185.0,1
CUST-00388,60,1147.23,68943.47,Month-to-Month,Fiber Optic,Electronic Check,8,50.0,102.6,0
CUST-00389,65,397.48,26189.27,Two Year,Fiber Optic,Electronic Check,3,43.0,92.7,0
CUST-00390,11,414.17,4885.42,Month-to-Month,DSL,Bank Transfer,8,31.0,21.0,1
CUST-00391,54,431.89,23589.81,One Year,DSL,Bank Transfer,9,4.0,43.2,0
CUST-00392,13,1183.15,15836.34,One Year,Fiber Optic,Mailed Check,5,46.0,130.5,0
CUST-00393,26,855.89,22304.71,Month-to-Month,No,Credit Card,5,10.0,25.5,1
CUST-00394,43,849.26,36593.02,Month-to-Month,DSL,Bank Transfer,3,9.0,188.5,0
CUST-00395,52,1188.03,61969.28,One Year,DSL,Credit Card,7,36.0,45.4,0
CUST-00396,63,379.59,24242.11,One Year,No,Electronic Check,8,19.0,17.6,0
CUST-00397,3,1177.05,,Month-to-Month,No,Mailed Check,9,44.0,47.0,1
CUST-00398,14,483.61,,One Year,DSL,Electronic Check,2,44.0,9.8,0
CUST-00399,20,860.76,17694.41,One Year,Fiber Optic,Mailed Check,7,41.0,33.2,1
CUST-00400,22,678.08,15070.29,Month-to-Month,Fiber Optic,Credit Card,1,42.0,117.5,0
CUST-00401,72,645.56,46659.81,Month-to-Month,Fiber Optic,Mailed Check,5,27.0,57.8,0
CUST-00402,56,1138.12,64046.53,One Year,Fiber Optic,Mailed Check,0,44.0,160.2,0
CUST-00403,23,434.3,10461.48,One Year,No,Electronic Check,6,46.0,80.9,0
CUST-00404,70,1197.36,84146.54,Two Year,DSL,Mailed Check,9,14.0,142.8,0
CUST-00405,36,641.21,23560.95,Month-to-Month,Fiber Optic,Electronic Check,8,21.0,141.7,0
CUST-00406,36,883.9,31914.2,Two Year,DSL,Electronic Check,7,31.0,27.2,0
CUST-00407,31,1171.12,36614.12,One Year,Fiber Optic,Electronic Check,6,43.0,11.3,1
CUST-00408,10,351.84,3932.84,One Year,Fiber Optic,Bank Transfer,6,19.0,168.4,0
CUST-00409,68,1130.58,77133.95,Month-to-Month,Fiber Optic,Bank Transfer,1,13.0,140.2,0
CUST-00410,1,811.03,992.12,Month-to-Month,No,Bank Transfer,8,,35.0,1
CUST-00411,12,933.96,11699.9,Month-to-Month,Fiber Optic,Electronic Check,7,40.0,136.0,0
CUST-00412,16,434.27,7018.81,Month-to-Month,Fiber Optic,Credit Card,1,26.0,65.9,1
CUST-00413,20,780.05,15806.46,Month-to-Month,DSL,Bank Transfer,6,13.0,11.4,1
CUST-00414,9,906.16,8592.13,Two Year,No,Bank Transfer,4,36.0,45.8,0
CUST-00415,1,710.62,1160.86,Month-to-Month,Fiber Optic,Credit Card,5,33.0,151.2,1
CUST-00416,49,439.49,22025.2,Two Year,Fiber Optic,Mailed Check,8,26.0,78.1,0
CUST-00417,70,519.71,36822.12,Month-to-Month,Fiber Optic,Bank Transfer,3,31.0,109.0,0
CUST-00418,8,1068.95,8577.08,One Year,DSL,Electronic Check,10,11.0,27.3,1
CUST-00419,21,331.02,7416.3,Month-to-Month,Fiber Optic,Mailed Check,4,9.0,18.5,0
CUST-00420,36,937.98,33981.36,One Year,DSL,Mailed Check,5,41.0,47.9,1
CUST-00421,67,1199.45,80688.96,One Year,DSL,Electronic Check,0,34.0,94.5,0
CUST-00422,50,306.73,15533.64,Two Year,No,Bank Transfer,1,49.0,169.4,0
CUST-00423,55,444.94,24878.53,Month-to-Month,No,Electronic Check,3,47.0,152.7,0
CUST-00424,42,906.73,38370.62,Month-to-Month,Fiber Optic,Credit Card,10,18.0,32.0,1
CUST-00425,30,353.99,11042.47,Two Year,No,Electronic Check,2,23.0,14.3,0
CUST-00426,14,830.81,11728.23,Month-to-Month,Fiber Optic,Electronic Check,4,43.0,45.1,1
CUST-00427,63,915.6,57775.29,One Year,DSL,Mailed Check,9,0.0,170.5,1
CUST-00428,58,829.33,48321.33,Month-to-Month,No,Mailed Check,3,44.0,103.2,0
CUST-00429,1,628.67,631.05,Month-to-Month,Fiber Optic,Bank Transfer,8,8.0,161.4,1
CUST-00430,52,927.55,48579.03,One Year,Fiber Optic,Bank Transfer,1,13.0,73.9,0
CUST-00431,6,834.86,5157.19,One Year,Fiber Optic,Bank Transfer,1,24.0,118.1,1
CUST-00432,53,486.87,26082.76,One Year,Fiber Optic,Bank Transfer,0,35.0,118.9,0
CUST-00433,60,806.82,48444.2,Month-to-Month,DSL,Credit Card,1,18.0,,0
CUST-00434,9,1093.72,9928.8,One Year,No,Bank Transfer,6,47.0,94.0,1
CUST-00435,31,900.15,,Two Year,DSL,Electronic Check,0,39.0,47.8,0
CUST-00436,9,724.61,6674.32,Month-to-Month,Fiber Optic,Mailed Check,6,37.0,85.7,0
CUST-00437,41,589.43,24273.99,Month-to-Month,DSL,Bank Transfer,6,39.0,195.0,0
CUST-00438,67,377.3,25393.52,Month-to-Month,Fiber Optic,Mailed Check,2,1.0,54.4,0
CUST-00439,5,520.16,2708.21,One Year,DSL,Credit Card,0,41.0,145.0,0
CUST-00440,29,310.07,9303.46,Month-to-Month,Fiber Optic,Mailed Check,1,30.0,188.9,0
CUST-00441,71,1187.96,84429.01,One Year,Fiber Optic,Mailed Check,1,9.0,113.3,0
CUST-00442,21,500.23,10686.18,Month-to-Month,DSL,Mailed Check,5,39.0,97.9,0
CUST-00443,9,1033.39,9644.45,One Year,DSL,Bank Transfer,10,5.0,24.2,1
CUST-00444,35,451.78,16069.14,One Year,DSL,Bank Transfer,4,31.0,150.7,0
CUST-00445,37,555.24,20842.52,Month-to-Month,Fiber Optic,Mailed Check,6,29.0,182.3,0
CUST-00446,48,676.45,,Month-to-Month,Fiber Optic,Electronic Check,3,1.0,196.1,0
CUST-00447,22,591.97,13489.7,Month-to-Month,DSL,Electronic Check,1,19.0,40.3,1
CUST-00448,69,1018.52,70484.82,Month-to-Month,Fiber Optic,Mailed Check,2,6.0,184.0,0
CUST-00449,38,1161.92,44296.44,Month-to-Month,DSL,Credit Card,5,48.0,74.1,0
CUST-00450,20,1087.77,22207.56,One Year,No,Credit Card,9,40.0,123.8,1
CUST-00451,70,438.22,31003.04,Month-to-Month,No,Bank Transfer,2,50.0,44.7,0
CUST-00452,67,999.02,67241.31,Month-to-Month,Fiber Optic,Bank Transfer,10,24.0,49.7,1
CUST-00453,36,433.15,16036.77,Month-to-Month,DSL,Bank Transfer,7,16.0,123.8,1
CUST-00454,1,1122.04,1151.31,Month-to-Month,Fiber Optic,Electronic Check,3,48.0,97.0,1
CUST-00455,43,766.09,33360.71,Two Year,No,Mailed Check,6,15.0,192.9,0
CUST-00456,40,602.74,24448.53,Month-to-Month,DSL,Credit Card,7,21.0,52.9,0
CUST-00457,10,441.32,4593.2,Month-to-Month,Fiber Optic,Bank Transfer,7,6.0,175.6,1
CUST-00458,46,310.63,14417.16,Month-to-Month,No,Electronic Check,9,41.0,92.1,0
CUST-00459,61,523.15,31964.55,Two Year,Fiber Optic,Electronic Check,7,6.0,26.9,0
CUST-00460,7,1122.62,8328.88,One Year,Fiber Optic,Credit Card,0,1.0,47.8,1
CUST-00461,52,1017.54,52983.04,Month-to-Month,Fiber Optic,Credit Card,4,42.0,151.1,0
CUST-00462,10,1172.81,11857.82,One Year,No,Electronic Check,9,42.0,165.3,1
CUST-00463,54,390.69,21442.81,One Year,DSL,Mailed Check,2,43.0,7.9,0
CUST-00464,30,832.96,25343.88,One Year,No,Credit Card,5,43.0,82.0,1
CUST-00465,0,531.44,80.38,Month-to-Month,Fiber Optic,Mailed Check,5,7.0,98.8,1
CUST-00466,70,788.65,55612.57,One Year,Fiber Optic,Electronic Check,6,18.0,123.0,0
CUST-00467,12,588.41,7316.06,One Year,No,Mailed Check,9,39.0,130.1,1
CUST-00468,43,555.12,24294.39,Month-to-Month,Fiber Optic,Mailed Check,5,15.0,166.1,0
CUST-00469,13,816.46,10657.62,Month-to-Month,DSL,Mailed Check,0,39.0,54.7,1
CUST-00470,68,464.99,,Month-to-Month,DSL,Credit Card,2,46.0,22.4,0
CUST-00471,53,722.22,38596.16,Month-to-Month,Fiber Optic,Credit Card,6,49.0,37.3,0
CUST-00472,58,885.73,51447.35,Month-to-Month,Fiber Optic,Bank Transfer,8,39.0,187.4,0
CUST-00473,31,415.36,13138.63,One Year,DSL,Electronic Check,7,40.0,109.3,1
CUST-00474,34,1137.53,38683.07,One Year,No,Mailed Check,8,30.0,43.8,0
CUST-00475,46,755.15,35126.86,Month-to-Month,No,Electronic Check,2,3.0,157.2,0
CUST-00476,57,1037.58,59591.83,Month-to-Month,No,Electronic Check,1,22.0,117.4,0
CUST-00477,61,888.51,54618.55,One Year,Fiber Optic,Mailed Check,10,48.0,73.5,0
CUST-00478,1,939.0,1418.18,Month-to-Month,No,Electronic Check,6,46.0,3.7,0
CUST-00479,48,944.52,45788.51,Month-to-Month,No,Bank Transfer,8,,156.6,0
CUST-00480,7,1087.59,7835.14,One Year,DSL,Mailed Check,10,38.0,143.5,0
CUST-00481,21,852.24,18096.21,Month-to-Month,No,Bank Transfer,2,15.0,52.4,1
CUST-00482,60,550.4,33472.09,Month-to-Month,Fiber Optic,Bank Transfer,9,21.0,53.1,1
CUST-00483,18,389.56,7475.55,One Year,No,Credit Card,4,33.0,54.3,0
CUST-00484,58,845.63,49532.96,One Year,Fiber Optic,Mailed Check,6,25.0,134.1,0
CUST-00485,33,359.72,,Month-to-Month,Fiber Optic,Electronic Check,4,30.0,58.8,1
CUST-00486,16,517.16,8375.55,One Year,DSL,Credit Card,2,5.0,62.1,0
CUST-00487,24,354.64,8983.84,Two Year,DSL,Mailed Check,9,15.0,75.3,0
CUST-00488,38,794.0,30645.57,Month-to-Month,DSL,Credit Card,3,41.0,196.0,0
CUST-00489,55,444.3,24769.57,One Year,Fiber Optic,Credit Card,0,31.0,92.0,0
CUST-00490,44,849.37,37800.92,Month-to-Month,No,Credit Card,1,42.0,75.5,0
CUST-00491,68,1011.78,69081.63,Month-to-Month,DSL,Bank Transfer,10,49.0,94.0,0
CUST-00492,63,1039.69,65972.53,Month-to-Month,DSL,Bank Transfer,9,18.0,143.8,1
CUST-00493,54,578.59,31290.83,Month-to-Month,Fiber Optic,Mailed Check,7,13.0,176.7,1
CUST-00494,44,794.06,35370.62,Month-to-Month,DSL,Mailed Check,8,15.0,198.2,0
CUST-00495,21,806.71,16968.66,One Year,DSL,Credit Card,7,29.0,97.2,0
CUST-00496,30,725.6,21937.55,Month-to-Month,DSL,Bank Transfer,10,12.0,92.0,1
CUST-00497,8,889.6,7184.46,Two Year,Fiber Optic,Electronic Check,1,19.0,66.1,0
CUST-00498,27,489.08,13444.73,Month-to-Month,Fiber Optic,Mailed Check,0,8.0,,1
CUST-00499,67,1181.32,79264.56,One Year,No,Credit Card,7,19.0,131.1,0
CUST-00500,31,388.27,12512.41,Month-to-Month,DSL,Electronic Check,10,,72.7,1
CUST-00501,8,1046.3,8650.06,Month-to-Month,DSL,Mailed Check,6,21.0,103.7,1
CUST-00502,47,834.69,39679.3,One Year,Fiber Optic,Credit Card,10,38.0,41.2,0
CUST-00503,70,520.37,36564.93,One Year,No,Mailed Check,4,21.0,138.8,0
CUST-00504,63,971.11,61192.92,Month-to-Month,DSL,Bank Transfer,7,22.0,50.4,1
CUST-00505,20,376.03,7908.43,Month-to-Month,No,Credit Card,5,33.0,69.9,1
CUST-00506,33,996.98,33251.53,One Year,Fiber Optic,Mailed Check,9,5.0,13.6,1
CUST-00507,38,830.99,31850.37,One Year,No,Credit Card,7,18.0,44.0,1
CUST-00508,18,399.68,7601.91,Month-to-Month,Fiber Optic,Mailed Check,4,7.0,,0
CUST-00509,19,371.56,7479.68,One Year,DSL,Mailed Check,2,10.0,147.1,0
CUST-00510,17,975.75,16881.7,Month-to-Month,DSL,Electronic Check,3,36.0,,1
CUST-00511,72,563.64,41065.04,Month-to-Month,Fiber Optic,Mailed Check,0,8.0,107.6,0
CUST-00512,54,1100.37,59779.84,One Year,No,Bank Transfer,1,10.0,77.4,0
CUST-00513,61,985.87,60476.51,Two Year,Fiber Optic,Electronic Check,5,29.0,177.9,0
CUST-00514,59,928.37,54954.54,Month-to-Month,DSL,Mailed Check,0,17.0,176.8,0
CUST-00515,70,550.75,38553.63,Month-to-Month,DSL,Bank Transfer,5,6.0,120.6,0
CUST-00516,7,938.05,6686.82,Month-to-Month,Fiber Optic,Credit Card,0,48.0,131.6,1
CUST-00517,64,1153.33,74195.08,One Year,No,Bank Transfer,1,47.0,159.3,0
CUST-00518,4,382.4,1884.54,Month-to-Month,DSL,Bank Transfer,7,29.0,144.6,0
CUST-00519,34,593.55,20346.21,Month-to-Month,Fiber Optic,Bank Transfer,0,26.0,45.0,0
CUST-00520,43,511.21,22294.82,Month-to-Month,Fiber Optic,Mailed Check,3,41.0,,0
CUST-00521,26,653.93,17099.82,Two Year,No,Mailed Check,2,49.0,30.4,0
CUST-00522,10,968.1,9812.81,Month-to-Month,Fiber Optic,Bank Transfer,0,5.0,,1
CUST-00523,14,726.82,10649.18,One Year,DSL,Electronic Check,2,4.0,130.7,1
CUST-00524,60,813.66,49026.19,Month-to-Month,Fiber Optic,Credit Card,1,,195.8,0
CUST-00525,23,582.74,13525.51,Month-to-Month,Fiber Optic,Mailed Check,0,15.0,27.3,1
CUST-00526,22,427.16,,Month-to-Month,No,Credit Card,7,45.0,102.0,1
CUST-00527,67,540.24,36389.59,Month-to-Month,Fiber Optic,Electronic Check,1,25.0,144.8,0
CUST-00528,10,1073.71,11101.86,Month-to-Month,DSL,Mailed Check,10,41.0,173.5,1
CUST-00529,66,842.18,,Month-to-Month,Fiber Optic,Mailed Check,5,34.0,170.7,0
CUST-00530,67,640.19,43188.6,Month-to-Month,Fiber Optic,Mailed Check,4,36.0,40.4,0
CUST-00531,43,1010.92,43765.13,Month-to-Month,DSL,Bank Transfer,9,48.0,196.5,1
CUST-00532,12,358.01,4478.54,Month-to-Month,No,Bank Transfer,8,29.0,196.3,0
CUST-00533,11,528.5,6095.82,Month-to-Month,DSL,Credit Card,4,39.0,193.8,0
CUST-00534,20,507.09,10301.46,Month-to-Month,No,Credit Card,10,13.0,122.7,1
CUST-00535,42,1186.83,49847.41,Month-to-Month,Fiber Optic,Electronic Check,5,13.0,166.4,0
CUST-00536,11,935.49,10723.44,One Year,DSL,Credit Card,7,29.0,15.2,1
CUST-00537,33,856.01,28463.05,Two Year,Fiber Optic,Mailed Check,10,45.0,51.1,0
CUST-00538,8,304.49,2681.96,One Year,Fiber Optic,Mailed Check,7,2.0,18.4,1
CUST-00539,39,465.88,18211.07,Month-to-Month,No,Electronic Check,6,25.0,101.1,1
CUST-00540,1,871.99,1290.55,Two Year,Fiber Optic,Bank Transfer,6,10.0,192.9,0
CUST-00541,51,641.75,32814.42,Two Year,DSL,Credit Card,7,,129.8,0
CUST-00542,4,1131.85,4732.71,Month-to-Month,No,Mailed Check,10,26.0,92.3,1
CUST-00543,14,988.25,14255.63,Month-to-Month,Fiber Optic,Credit Card,7,2.0,158.6,1
CUST-00544,12,702.65,8660.69,One Year,DSL,Electronic Check,3,0.0,,1
CUST-00545,60,974.56,58939.18,Two Year,No,Credit Card,0,32.0,91.5,0
CUST-00546,3,1177.86,3638.24,One Year,DSL,Mailed Check,8,11.0,125.9,1
CUST-00547,31,714.88,22518.9,One Year,DSL,Mailed Check,5,2.0,102.4,0
CUST-00548,43,878.27,38254.61,One Year,Fiber Optic,Electronic Check,4,7.0,128.3,1
CUST-00549,37,1126.8,41966.41,Two Year,Fiber Optic,Credit Card,10,7.0,160.5,1
CUST-00550,49,523.81,26012.78,Month-to-Month,Fiber Optic,Bank Transfer,1,17.0,92.5,0
CUST-00551,58,1097.9,63874.81,Month-to-Month,No,Credit Card,0,36.0,83.0,0
CUST-00552,28,387.79,11233.79,One Year,DSL,Mailed Check,8,43.0,111.7,1
CUST-00553,60,883.6,53470.44,Month-to-Month,No,Electronic Check,10,27.0,181.0,1
CUST-00554,23,1004.55,23456.18,Month-to-Month,DSL,Bank Transfer,9,48.0,84.6,1
CUST-00555,71,853.15,61041.61,Month-to-Month,DSL,Electronic Check,9,40.0,,0
CUST-00556,36,745.98,27149.61,Month-to-Month,DSL,Bank Transfer,9,8.0,123.4,1
CUST-00557,53,855.61,45635.9,Month-to-Month,DSL,Electronic Check,7,37.0,2.5,1
CUST-00558,63,436.5,27651.81,One Year,Fiber Optic,Electronic Check,10,11.0,95.2,0
CUST-00559,57,494.01,28513.38,Month-to-Month,No,Bank Transfer,3,49.0,42.1,0
CUST-00560,62,542.91,34101.4,One Year,Fiber Optic,Bank Transfer,8,43.0,30.1,0
CUST-00561,39,838.0,33005.16,Month-to-Month,Fiber Optic,Electronic Check,1,3.0,46.9,0
CUST-00562,3,697.71,2209.65,Two Year,DSL,Electronic Check,5,8.0,142.5,0
CUST-00563,35,520.03,18473.1,One Year,No,Credit Card,3,22.0,125.5,0
CUST-00564,13,1094.53,14606.86,Two Year,DSL,Electronic Check,10,37.0,107.4,0
CUST-00565,64,636.53,41207.6,Month-to-Month,Fiber Optic,Electronic Check,4,28.0,99.1,0
CUST-00566,17,701.43,12002.61,Month-to-Month,Fiber Optic,Credit Card,2,4.0,77.8,0
CUST-00567,16,668.73,10763.43,One Year,DSL,Bank Transfer,6,32.0,177.3,0
CUST-00568,18,463.75,8553.97,One Year,Fiber Optic,Electronic Check,0,33.0,186.5,0
CUST-00569,46,958.46,44151.97,Month-to-Month,No,Credit Card,1,47.0,152.9,0
